Johnson_U	271040.71416690387
Johnson_B	1092251.260839538
Johnson_V	1657271.0199851256
Gunn_I	1627317.4450464963
SDSS_u	236615.83224520134
SDSS_g	1271495.2097663463
SDSS_r	1916509.1331228951
SDSS_i	1871535.8660146738
SDSS_z	1579798.5104236312
2mass_J	1039096.2982203948
2mass_H	708789.2018480946
2mass_Ks	290724.1230900813
W1	59205.80648791034
W2	16465.493876302902
W3	572.8365847434571
W4	37.59410817854123
